Algoritmo,N,Run,Solucion,H,Optimo,Tiempo,Estados_Evaluados
Backtracking,15,12,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.010000228881835938,105
Forward Checking,15,12,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.003999948501586914,105
Backtracking,15,13,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.009999990463256836,105
Forward Checking,15,13,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.004000186920166016,105
Backtracking,15,14,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.01000070571899414,105
Forward Checking,15,14,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.0049991607666015625,105
Backtracking,15,15,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.010001420974731445,105
Forward Checking,15,15,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.003999948501586914,105
Backtracking,15,16,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.01469278335571289,105
Forward Checking,15,16,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.006999015808105469,105
Backtracking,15,17,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.017926692962646484,105
Forward Checking,15,17,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.003999948501586914,105
Backtracking,15,18,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.009999990463256836,105
Forward Checking,15,18,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.003000020980834961,105
Backtracking,15,19,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.009999990463256836,105
Forward Checking,15,19,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.003999948501586914,105
Backtracking,15,20,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.009999990463256836,105
Forward Checking,15,20,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.003999948501586914,105
Backtracking,15,21,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.01000213623046875,105
Forward Checking,15,21,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.003999233245849609,105
Backtracking,15,22,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.01050114631652832,105
Forward Checking,15,22,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.004000186920166016,105
Backtracking,15,23,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.010000467300415039,105
Forward Checking,15,23,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.003999233245849609,105
Backtracking,15,24,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.010000228881835938,105
Forward Checking,15,24,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.003999948501586914,105
Backtracking,15,25,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.011000394821166992,105
Forward Checking,15,25,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.003999471664428711,105
Backtracking,15,26,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.010000228881835938,105
Forward Checking,15,26,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.003999948501586914,105
Backtracking,15,27,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.009999752044677734,105
Forward Checking,15,27,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.003999948501586914,105
Backtracking,15,28,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.010001182556152344,105
Forward Checking,15,28,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.004000186920166016,105
Backtracking,15,29,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.010501384735107422,105
Forward Checking,15,29,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.004000186920166016,105
Backtracking,15,30,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.010999679565429688,105
Forward Checking,15,30,"[0, 2, 4, 1, 9, 11, 13, 3, 12, 8, 5, 14, 6, 10, 7]",0,True,0.004000425338745117,105
