Algoritmo,N,Run,Solucion,H,Optimo,Tiempo,Estados_Evaluados
Simulated Annealing,15,5,"[2, 6, 13, 9, 2, 0, 5, 1, 11, 13, 6, 3, 12, 14, 4]",3,False,0.007483720779418945,688
Hill Climbing,15,6,"[10, 3, 7, 9, 13, 2, 5, 1, 6, 11, 14, 12, 4, 0, 4]",2,False,0.016562700271606445,6
Simulated Annealing,15,6,"[12, 4, 8, 12, 2, 6, 1, 9, 11, 13, 0, 7, 5, 10, 14]",3,False,0.007517099380493164,688
Hill Climbing,15,7,"[13, 7, 5, 0, 14, 1, 6, 12, 9, 4, 12, 10, 3, 11, 2]",2,False,0.01600193977355957,6
Simulated Annealing,15,7,"[2, 10, 5, 14, 8, 11, 13, 3, 0, 9, 4, 10, 1, 14, 12]",2,False,0.009473085403442383,688
Hill Climbing,15,8,"[8, 6, 3, 7, 13, 4, 0, 9, 14, 12, 10, 2, 7, 5, 1]",1,False,0.019988298416137695,6
Simulated Annealing,15,8,"[12, 7, 5, 8, 14, 9, 2, 6, 1, 10, 0, 11, 4, 13, 3]",2,False,0.00848388671875,688
Hill Climbing,15,9,"[12, 6, 14, 7, 1, 8, 0, 7, 0, 2, 11, 13, 3, 9, 4]",3,False,0.020501375198364258,7
Simulated Annealing,15,9,"[8, 14, 7, 0, 3, 9, 0, 13, 10, 2, 6, 12, 4, 11, 1]",3,False,0.008139371871948242,688
Hill Climbing,15,10,"[13, 9, 4, 10, 7, 0, 2, 11, 1, 14, 7, 3, 12, 6, 8]",3,False,0.015128612518310547,6
Simulated Annealing,15,10,"[9, 7, 4, 10, 8, 13, 9, 0, 2, 14, 6, 6, 12, 1, 11]",2,False,0.008508682250976562,688
Hill Climbing,15,11,"[3, 12, 5, 11, 0, 9, 6, 14, 2, 10, 8, 1, 4, 7, 13]",4,False,0.010482072830200195,4
Simulated Annealing,15,11,"[8, 2, 11, 9, 14, 10, 0, 4, 1, 12, 6, 13, 7, 13, 3]",1,False,0.008491992950439453,688
Hill Climbing,15,12,"[7, 4, 8, 8, 14, 3, 10, 5, 1, 6, 11, 6, 2, 0, 13]",3,False,0.015908241271972656,4
Simulated Annealing,15,12,"[13, 6, 8, 5, 14, 4, 0, 7, 12, 2, 11, 6, 3, 2, 10]",3,False,0.008478879928588867,688
Hill Climbing,15,13,"[4, 0, 8, 10, 2, 13, 3, 7, 9, 12, 6, 1, 14, 11, 5]",1,False,0.01757049560546875,7
Simulated Annealing,15,13,"[6, 6, 13, 2, 0, 14, 8, 5, 3, 13, 10, 12, 9, 4, 2]",3,False,0.0074803829193115234,688
Hill Climbing,15,14,"[7, 3, 14, 9, 1, 4, 11, 11, 2, 10, 5, 14, 12, 0, 6]",2,False,0.017557621002197266,6
Simulated Annealing,15,14,"[4, 11, 3, 12, 11, 2, 8, 6, 13, 0, 10, 14, 7, 9, 2]",3,False,0.009473085403442383,688
Hill Climbing,15,15,"[6, 13, 1, 2, 8, 10, 7, 0, 5, 12, 14, 11, 4, 3, 9]",4,False,0.018965721130371094,5
Simulated Annealing,15,15,"[9, 11, 7, 4, 12, 3, 5, 10, 14, 1, 12, 2, 8, 13, 0]",3,False,0.010346174240112305,688
Hill Climbing,15,16,"[4, 10, 5, 11, 14, 7, 13, 8, 1, 1, 6, 9, 12, 0, 3]",1,False,0.018955230712890625,7
Simulated Annealing,15,16,"[8, 10, 2, 7, 5, 1, 13, 0, 14, 12, 2, 6, 11, 0, 4]",2,False,0.008495807647705078,688
Hill Climbing,15,17,"[9, 13, 5, 0, 11, 3, 10, 12, 7, 2, 12, 6, 1, 14, 4]",2,False,0.029025554656982422,7
Simulated Annealing,15,17,"[5, 10, 13, 3, 0, 7, 0, 11, 14, 4, 8, 12, 9, 1, 6]",3,False,0.013494253158569336,688
Hill Climbing,15,18,"[11, 6, 10, 0, 4, 1, 12, 14, 7, 13, 0, 3, 5, 14, 2]",2,False,0.021959543228149414,5
Simulated Annealing,15,18,"[3, 10, 14, 7, 1, 0, 8, 14, 4, 9, 3, 12, 13, 2, 6]",4,False,0.014004707336425781,688
Hill Climbing,15,19,"[5, 0, 8, 14, 2, 8, 10, 9, 4, 6, 1, 12, 2, 13, 7]",3,False,0.012485265731811523,3
Simulated Annealing,15,19,"[5, 1, 10, 14, 7, 3, 8, 0, 12, 0, 11, 8, 6, 2, 13]",2,False,0.010984420776367188,688
Hill Climbing,15,20,"[5, 0, 9, 11, 4, 7, 0, 10, 12, 1, 8, 2, 13, 3, 14]",2,False,0.02749347686767578,8
Simulated Annealing,15,20,"[11, 7, 3, 12, 1, 8, 4, 11, 13, 0, 9, 5, 14, 2, 10]",3,False,0.010667562484741211,688
Hill Climbing,15,21,"[12, 10, 7, 2, 0, 11, 13, 1, 10, 5, 3, 14, 9, 4, 6]",2,False,0.02545642852783203,6
Simulated Annealing,15,21,"[9, 7, 3, 8, 11, 1, 4, 0, 5, 13, 10, 14, 1, 4, 2]",3,False,0.010514974594116211,688
Hill Climbing,15,22,"[5, 12, 2, 0, 13, 1, 4, 9, 7, 3, 14, 8, 13, 1, 6]",3,False,0.012697458267211914,4
Simulated Annealing,15,22,"[1, 3, 9, 11, 8, 14, 12, 3, 0, 0, 6, 10, 5, 2, 9]",4,False,0.008480072021484375,688
Hill Climbing,15,23,"[4, 8, 13, 3, 7, 0, 14, 1, 9, 5, 0, 2, 11, 6, 12]",1,False,0.015013694763183594,5
Simulated Annealing,15,23,"[0, 7, 10, 14, 3, 9, 9, 3, 1, 4, 11, 13, 10, 5, 2]",3,False,0.008517742156982422,688
Hill Climbing,15,24,"[13, 5, 8, 12, 7, 2, 11, 1, 10, 0, 11, 9, 4, 6, 14]",1,False,0.020667314529418945,7
Simulated Annealing,15,24,"[10, 13, 10, 4, 0, 14, 12, 11, 1, 8, 12, 5, 9, 2, 6]",3,False,0.008569002151489258,688
Hill Climbing,15,25,"[6, 10, 13, 0, 9, 4, 2, 7, 12, 1, 8, 11, 5, 14, 5]",2,False,0.01847553253173828,5
Simulated Annealing,15,25,"[3, 7, 0, 10, 0, 4, 14, 9, 13, 2, 14, 1, 13, 5, 8]",3,False,0.007483482360839844,688
Hill Climbing,15,26,"[8, 12, 1, 10, 7, 14, 0, 3, 9, 13, 2, 4, 9, 11, 6]",3,False,0.017479896545410156,7
Simulated Annealing,15,26,"[2, 13, 3, 7, 12, 10, 5, 1, 14, 9, 3, 6, 0, 11, 4]",2,False,0.00916433334350586,688
Hill Climbing,15,27,"[8, 11, 2, 6, 3, 0, 8, 12, 14, 7, 1, 5, 13, 4, 10]",3,False,0.014986991882324219,6
Simulated Annealing,15,27,"[6, 12, 12, 5, 11, 4, 0, 10, 8, 2, 14, 7, 7, 14, 11]",5,False,0.00797724723815918,688
Hill Climbing,15,28,"[12, 8, 2, 11, 7, 3, 1, 6, 10, 14, 0, 4, 9, 5, 3]",2,False,0.012994527816772461,5
Simulated Annealing,15,28,"[10, 8, 11, 5, 0, 0, 9, 12, 6, 13, 7, 10, 4, 14, 14]",3,False,0.008476972579956055,688
Hill Climbing,15,29,"[3, 7, 9, 4, 1, 10, 14, 2, 8, 5, 0, 13, 11, 6, 12]",0,True,0.01751232147216797,8
Simulated Annealing,15,29,"[5, 0, 2, 11, 8, 1, 13, 1, 3, 6, 0, 14, 10, 4, 7]",2,False,0.00848388671875,688
Hill Climbing,15,30,"[12, 14, 2, 6, 10, 3, 0, 11, 8, 1, 7, 0, 13, 9, 5]",2,False,0.015528440475463867,6
Simulated Annealing,15,30,"[7, 13, 10, 8, 1, 5, 10, 1, 6, 0, 3, 14, 11, 2, 4]",3,False,0.008483409881591797,688
